temp,light,sound,CO2,class
26.19,115,1.2,1025,yes
25.25,13,0.15,355,no
25.94,0,0.07,860,no
25.25,0,0.07,365,no
25.38,0,0.07,365,no
26.25,148,0.24,890,yes
25.69,0,0.07,650,no
25.44,0,0.08,350,no
25.44,0,0.07,375,no
25.38,20,0.08,355,no
26.31,0,0.41,1270,yes
25.19,0,0.07,345,no
25.31,0,0.08,355,no
26.0,0,0.07,895,no
25.44,0,0.08,355,no
25.81,3,0.37,735,yes
25.94,120,0.72,440,yes
25.44,0,0.07,380,no
25.69,0,0.07,595,no
25.38,0,0.07,365,no
25.88,0,0.06,865,no
25.38,0,0.08,355,no
25.25,0,0.07,355,no
25.25,124,0.83,435,yes
25.44,3,0.08,350,no
25.19,0,0.07,360,no
25.19,122,0.93,410,yes
25.31,0,0.08,355,no
25.31,18,0.07,355,no
25.31,0,0.07,355,no
25.13,4,0.06,360,no
25.13,0,0.07,345,no
25.69,7,0.18,515,yes
25.44,2,0.07,350,no
25.38,0,0.07,370,no
25.81,119,0.77,415,yes
25.25,17,0.08,355,no
25.44,9,0.08,355,no
25.31,0,0.07,355,no
26.06,18,0.07,950,no
25.31,0,0.07,350,no
25.13,0,0.08,345,no
25.06,8,0.08,360,no
25.56,0,0.07,390,no
25.25,0,0.07,345,no
25.38,0,0.07,355,no
25.5,0,0.07,385,no
25.38,0,0.08,370,no
25.44,0,0.07,375,no
25.88,0,0.07,805,no
25.88,0,0.07,850,no
25.94,121,0.09,430,yes
25.19,0,0.07,360,no
26.0,0,0.07,970,no
25.06,2,0.07,360,no
26.06,0,0.07,1030,no
25.25,17,0.08,355,no
25.13,0,0.08,350,no
25.19,14,0.08,355,no
25.56,0,0.07,430,no
25.69,0,0.07,590,no
25.44,12,0.13,355,no
25.94,0,3.16,845,no
25.19,0,0.08,345,no
25.19,0,0.08,360,no
25.38,0,0.08,355,no
26.06,116,0.53,535,yes
25.31,0,0.07,370,no
25.25,17,0.07,355,no
25.5,0,0.07,415,no
25.19,0,0.08,345,no
25.25,0,0.06,365,no
25.06,5,0.08,360,no
25.31,0,0.07,370,no
25.5,0,0.08,400,no
25.0,0,0.07,355,no
25.31,0,0.07,365,no
25.31,0,0.07,355,no
25.13,6,0.08,345,no
25.94,160,0.55,525,yes
25.31,0,0.06,370,no
25.44,0,0.07,355,no
25.19,14,0.08,355,no
25.81,11,0.08,485,no
25.13,8,0.09,360,no
25.94,164,0.35,860,yes
25.44,0,0.08,355,no
25.44,0,0.08,355,no
25.31,0,0.07,355,no
26.25,150,0.47,880,yes
25.0,7,0.07,355,no
25.19,0,0.07,345,no
25.38,0,0.07,370,no
25.25,17,0.08,355,no
25.19,0,0.07,355,no
25.44,0,0.08,355,no
25.31,0,0.07,370,no
25.19,10,0.08,355,no
25.06,3,0.08,355,no
25.63,0,0.07,525,no
25.44,0,0.08,355,no
26.13,118,2.52,620,yes
25.06,6,0.08,360,no
25.56,0,0.07,505,no
25.19,0,0.09,345,no
25.31,17,0.07,355,no
26.0,162,0.51,575,yes
25.38,0,0.07,355,no
25.63,0,0.07,590,no
25.44,1,0.08,350,no
25.13,0,0.08,360,no
26.0,164,0.61,850,yes
25.5,0,0.07,390,no
25.06,1,0.08,355,no
25.38,0,0.07,355,no
25.25,0,0.07,365,no
25.31,0,0.08,355,no
25.06,2,0.08,350,no
25.06,5,0.08,360,no
25.13,0,0.06,360,no
25.13,0,0.08,355,no
25.25,16,0.08,355,no
25.25,0,0.07,355,no
25.5,0,0.07,380,no
25.31,0,0.06,370,no
25.44,7,0.08,355,no
25.38,0,0.07,370,no
25.25,0,0.07,345,no
25.44,2,0.07,350,no
25.88,14,0.1,540,no
25.31,0,0.07,355,no
25.25,16,0.08,355,no
25.13,0,0.08,345,no
25.69,9,0.19,425,yes
25.38,156,0.8,445,yes
25.44,11,0.08,355,no
25.06,1,0.08,355,no
25.5,123,0.68,365,yes
25.38,0,0.07,365,no
26.13,119,0.14,575,yes
25.25,0,0.07,345,no
25.06,5,0.07,350,no
26.13,117,0.61,725,yes
25.31,0,0.07,355,no
25.06,4,0.08,360,no
25.31,0,0.07,360,no
26.13,19,0.07,975,no
25.06,10,0.07,355,no
25.44,0,0.07,390,no
25.13,0,0.08,345,no
25.13,0,0.08,345,no
25.19,15,0.08,355,no
25.06,3,0.06,360,no
25.19,0,0.07,345,no
25.94,149,0.24,785,yes
25.38,157,0.73,445,yes
25.06,2,0.07,350,no
25.38,0,0.09,355,no
25.31,0,0.09,360,no
25.19,12,0.07,355,no
26.19,165,0.08,955,yes
25.13,0,0.07,360,no
25.44,0,0.07,380,no
25.19,0,0.08,345,no
25.13,0,0.08,345,no
25.69,0,0.07,705,no
25.25,0,0.08,345,no
25.38,0,0.06,375,no
25.31,0,0.08,355,no
26.06,15,0.21,655,no
25.06,8,0.08,360,no
26.19,116,1.26,700,yes
26.0,161,0.95,585,yes
25.19,12,0.07,355,no
25.06,4,0.08,345,no
25.25,0,0.07,345,no
25.44,0,0.08,385,no
25.19,0,0.07,345,no
25.19,0,0.06,360,no
25.25,0,0.07,345,no
25.63,124,0.09,380,yes
25.31,0,0.07,370,no
26.06,118,1.2,515,yes
25.81,160,0.57,700,yes
25.56,155,0.55,585,yes
26.06,160,0.71,610,yes
25.44,0,0.08,350,no
26.19,118,3.09,730,yes
25.69,9,0.36,425,yes
25.88,14,0.07,690,no
25.06,0,0.08,345,no
26.19,114,0.34,760,yes
25.94,146,1.7,815,yes
25.38,0,0.07,355,no
26.0,119,0.07,565,yes
25.25,0,0.06,365,no
25.44,0,0.07,385,no
25.69,156,0.88,625,yes
25.94,119,0.46,450,yes
25.19,0,0.07,355,no
25.38,0,0.07,355,no
25.0,7,0.08,355,no
25.31,0,0.06,360,no
25.06,7,0.07,360,no
26.06,116,1.92,535,yes
25.31,16,0.07,355,no
25.56,0,0.07,475,no
26.13,117,0.1,625,yes
25.25,0,0.07,360,no
25.63,0,0.07,520,no
25.19,0,0.06,345,no
26.31,148,0.21,870,yes
25.44,0,0.08,355,no
25.13,10,0.08,355,no
25.44,0,0.08,350,no
25.38,0,0.08,355,no
25.38,0,0.07,355,no
25.56,0,0.07,445,no
25.13,11,0.08,355,no
26.19,116,0.58,680,yes
25.13,12,0.08,355,no
25.13,0,0.08,355,no
25.25,0,0.08,365,no
25.19,0,0.06,360,no
25.5,10,0.27,370,yes
25.19,0,0.07,345,no
25.44,0,0.07,380,no
25.06,8,0.08,360,no
25.19,14,0.07,360,no
25.0,2,0.08,355,no
25.13,10,0.08,355,no
25.13,6,0.07,360,no
25.38,0,0.08,355,no
25.06,3,0.07,360,no
25.06,0,0.07,355,no
25.44,0,0.11,350,no
25.25,14,0.08,360,no
25.13,0,0.07,345,no
25.44,0,0.07,375,no
25.69,156,0.64,640,yes
25.44,0,0.07,350,no
25.56,0,0.07,425,no
25.69,0,0.06,620,no
25.0,6,0.08,360,no
25.13,6,0.08,350,no
25.31,16,0.07,355,no
25.31,0,0.07,365,no
25.13,0,0.08,360,no
25.0,6,0.08,360,no
25.56,0,0.07,480,no
25.5,0,0.08,435,no
26.25,114,0.38,1050,yes
25.69,0,0.06,570,no
25.06,6,0.07,350,no
26.19,117,0.62,705,yes
26.06,161,1.2,615,yes
25.31,0,0.08,355,no
25.44,0,0.08,350,no
25.38,17,0.07,355,no
25.44,1,0.08,350,no
25.44,3,0.07,350,no
25.06,1,0.08,355,no
26.38,150,0.75,1215,yes
26.25,115,1.29,1015,yes
26.06,117,0.08,610,yes
25.31,0,0.06,365,no
25.38,0,0.07,365,no
25.38,0,0.07,355,no
26.06,116,0.15,520,yes
25.31,0,0.08,355,no
25.06,0,0.08,345,no
25.25,14,0.12,355,no
25.38,0,0.07,355,no
25.38,0,0.07,365,no
25.25,0,0.07,360,no
25.19,12,0.08,360,no
25.13,6,0.08,345,no
25.38,0,0.06,365,no
25.06,6,0.08,350,no
25.06,6,0.08,350,no
25.44,0,0.08,355,no
25.19,0,0.08,345,no
25.38,0,0.07,365,no
26.25,150,0.21,805,yes
25.06,3,0.08,345,no
26.0,15,0.08,645,no
25.69,0,0.07,615,no
25.5,0,0.07,410,no
25.19,0,0.08,345,no
25.38,0,0.07,375,no
25.19,0,0.07,360,no
25.13,11,0.07,355,no
25.88,0,0.06,775,no
25.75,0,0.08,735,no
25.44,0,0.07,385,no
25.94,14,0.09,645,no
25.06,0,0.08,345,no
25.13,0,0.08,350,no
25.31,0,0.07,355,no
25.38,0,0.08,355,no
25.38,0,0.06,365,no
25.31,0,0.07,355,no
25.19,0,0.08,355,no
25.06,8,0.08,360,no
25.06,6,0.08,360,no
25.5,0,0.06,410,no
25.19,15,0.07,355,no
25.31,0,0.06,370,no
25.44,0,0.07,355,no
25.56,155,0.5,560,yes
25.13,9,0.08,355,no
25.38,0,0.08,355,no
25.19,0,0.07,360,no
25.38,0,0.08,350,no
26.13,160,2.04,645,yes
25.13,10,0.09,360,no
25.44,9,0.07,355,no
25.44,0,0.07,370,no
25.69,9,0.09,415,yes
25.13,0,0.08,360,no
25.19,0,0.08,345,no
26.25,148,0.16,890,yes
25.44,0,0.07,385,no
25.13,0,0.08,345,no
25.31,0,0.07,365,no
25.38,0,0.08,355,no
25.44,0,0.08,350,no
25.5,0,0.07,425,no
25.38,0,0.06,365,no
25.38,0,0.08,355,no
25.31,0,0.07,355,no
25.38,0,0.09,355,no
25.13,0,0.08,360,no
25.25,0,0.07,345,no
25.38,14,0.07,355,no
25.44,6,0.07,350,no
26.13,117,0.14,630,yes
25.31,0,0.07,360,no
25.19,0,0.07,345,no
25.31,0,0.07,370,no
25.25,0,0.08,360,no
25.31,0,0.07,345,no
25.38,0,0.08,350,no
25.75,5,3.83,595,yes
25.31,0,0.07,355,no
25.06,2,0.08,345,no
25.06,0,0.08,355,no
25.56,0,0.08,445,no
25.31,0,0.07,355,no
25.31,0,0.08,350,no
25.0,7,0.07,355,no
26.25,150,0.24,985,yes
25.63,10,0.07,380,yes
25.13,6,0.07,360,no
25.38,0,0.07,355,no
25.38,0,0.08,355,no
26.25,150,0.33,1065,yes
25.06,4,0.08,350,no
25.13,2,0.09,345,no
25.56,155,1.81,550,yes
25.19,0,0.08,355,no
25.06,4,0.08,360,no
25.25,0,0.07,360,no
26.0,0,0.06,955,no
26.0,0,0.07,985,no
25.44,0,0.07,350,no
26.13,116,0.07,620,yes
25.19,0,0.08,345,no
25.13,0,0.08,345,no
25.19,0,0.07,360,no
25.19,0,0.07,345,no
25.31,0,0.07,355,no
25.0,6,0.08,360,no
25.38,0,0.07,375,no
25.56,151,2.12,570,yes
25.06,0,0.08,345,no
25.06,5,0.07,360,no
25.56,0,0.07,475,no
25.94,142,0.36,825,yes
25.19,0,0.08,360,no
25.44,0,0.08,355,no
25.25,124,0.83,435,yes
25.44,0,0.08,355,no
25.06,7,0.08,360,no
25.25,0,0.07,355,no
25.31,0,0.07,355,no
25.13,0,0.08,345,no
26.25,117,0.2,1060,yes
25.44,0,0.07,365,no
26.25,114,0.07,1035,yes
25.94,162,0.35,815,yes
25.06,2,0.08,345,no
25.56,155,1.16,555,yes
25.38,0,0.08,355,no
25.44,0,0.06,370,no
25.06,0,0.08,355,no
26.0,142,0.38,845,yes
25.06,0,0.08,345,no
25.38,0,0.06,365,no
25.19,0,0.07,345,no
25.38,0,0.07,365,no
25.19,16,0.07,355,no
25.25,0,0.07,360,no
25.25,0,0.07,355,no
25.13,0,0.08,345,no
25.06,5,0.08,345,no
25.38,0,0.07,365,no
25.0,8,0.08,355,no
26.06,165,0.81,870,yes
25.69,0,0.07,565,no
25.19,0,0.08,360,no
25.81,12,0.19,535,no
25.25,0,0.07,365,no
25.13,0,0.07,350,no
25.81,0,0.07,790,no
25.06,1,0.07,350,no
25.44,0,0.07,350,no
25.19,14,0.07,355,no
25.38,0,0.07,355,no
25.19,0,0.08,360,no
25.13,0,0.07,360,no
25.13,0,0.08,360,no
25.19,0,0.08,345,no
25.81,157,2.9,385,yes
25.31,20,0.07,355,no
25.25,0,0.07,360,no
24.94,121,0.08,390,yes
26.06,165,0.1,880,yes
25.19,0,0.07,355,no
25.25,0,0.07,345,no
25.13,0,0.08,345,no
25.38,0,0.07,370,no
25.38,19,0.08,355,no
25.06,3,0.08,355,no
25.31,0,0.07,355,no
25.5,155,0.73,500,yes
25.25,0,0.07,345,no
25.19,0,0.07,345,no
25.44,0,0.06,370,no
25.31,17,0.08,355,no
25.56,0,0.06,385,no
25.38,0,0.07,365,no
25.19,0,0.07,345,no
25.44,0,0.06,375,no
26.06,118,0.52,620,yes
25.25,0,0.07,345,no
25.31,0,0.08,355,no
25.31,0,0.07,345,no
25.44,0,0.08,355,no
25.81,105,0.45,435,yes
25.56,124,0.59,370,yes
25.06,4,0.07,345,no
25.13,123,0.46,410,yes
25.19,16,0.08,355,no
25.06,4,0.07,360,no
25.88,121,0.94,415,yes
26.25,150,0.09,1010,yes
25.44,12,0.1,355,no
25.44,0,0.07,355,no
25.88,2,1.28,760,yes
25.31,0,0.06,360,no
25.06,9,0.07,355,no
25.5,0,0.06,390,no
25.44,0,0.08,350,no
25.44,0,0.08,350,no
25.13,0,0.07,345,no
25.13,11,0.09,355,no
25.25,0,0.06,365,no
25.19,14,0.08,355,no
25.44,0,0.07,370,no
26.13,119,0.61,565,yes
25.25,16,0.1,355,no
25.75,7,0.2,475,yes
25.06,6,0.08,350,no
25.31,17,0.07,355,no
25.5,155,0.17,550,yes
25.06,5,0.08,350,no
25.13,6,0.06,360,no
25.63,0,0.08,590,no
25.19,0,0.08,360,no
25.31,0,0.07,355,no
25.31,0,0.07,350,no
25.13,6,0.08,350,no
25.19,0,0.08,360,no
26.19,115,0.53,725,yes
26.19,149,1.1,780,yes
25.19,0,0.07,345,no
25.19,0,0.07,355,no
25.44,0,0.07,370,no
25.5,0,0.08,425,no
26.25,114,0.1,1010,yes
25.38,0,0.07,360,no
26.19,20,0.07,970,no
25.5,0,0.07,400,no
25.31,0,0.07,355,no
25.38,0,0.07,355,no
25.19,0,0.07,360,no
25.63,0,0.07,515,no
25.81,0,0.07,695,no
25.13,6,0.06,360,no
26.06,17,0.08,845,no
26.25,150,0.56,870,yes
25.5,0,0.07,390,no
25.19,0,0.07,360,no
25.44,0,0.08,350,no
25.31,0,0.06,360,no
25.13,7,0.07,355,no
25.81,11,0.07,510,no
25.25,0,0.08,345,no
25.31,0,0.08,355,no
25.13,0,0.06,360,no
25.38,0,0.07,370,no
26.13,118,0.48,595,yes
25.44,0,0.08,355,no
25.31,0,0.07,365,no
25.06,6,0.07,350,no
25.81,12,0.09,535,no
25.19,0,0.07,345,no
25.56,0,0.07,475,no
25.44,6,0.08,350,no
25.56,0,0.07,475,no
25.44,0,0.09,350,no
25.06,123,0.15,395,yes
25.19,0,0.08,345,no
25.44,0,0.07,355,no
25.81,0,0.08,755,no
26.06,14,0.08,660,no
26.25,114,0.86,1040,yes
25.31,0,0.06,355,no
25.13,2,0.08,345,no
25.44,10,0.09,355,no
25.25,0,0.07,345,no
25.19,0,0.07,360,no
25.44,155,1.53,500,yes
25.19,0,0.08,345,no
25.06,1,0.07,345,no
26.19,117,0.53,685,yes
25.25,0,0.07,345,no
26.25,114,0.53,1030,yes
25.69,8,0.16,465,yes
26.13,114,0.36,625,yes
25.19,0,0.06,360,no
25.13,0,0.06,360,no
25.25,0,0.06,360,no
25.88,0,0.06,790,no
25.19,0,0.07,345,no
25.13,0,0.07,355,no
25.31,0,0.07,365,no
25.13,0,0.08,350,no
26.0,119,0.64,450,yes
25.44,0,0.08,355,no
25.19,0,0.07,360,no
25.56,0,0.07,440,no
25.31,0,0.08,355,no
25.19,13,0.11,355,no
25.13,6,0.08,345,no
25.38,0,0.08,355,no
25.31,0,0.08,355,no
25.63,0,0.07,590,no
25.38,0,0.08,355,no
25.25,0,0.07,360,no
25.19,0,0.07,345,no
25.13,0,0.08,355,no
25.19,12,0.08,355,no
25.19,0,0.08,345,no
25.25,0,0.07,345,no
26.0,0,0.06,925,no
25.19,0,0.06,360,no
26.19,115,0.08,1025,yes
25.19,0,0.08,350,no
25.38,0,0.07,365,no
25.94,142,0.59,835,yes
25.19,0,0.07,355,no
25.0,5,0.07,360,no
25.94,147,0.41,815,yes
25.19,0,0.07,345,no
25.31,0,0.07,350,no
25.63,0,0.07,585,no
25.31,0,0.07,355,no
25.31,16,0.08,355,no
25.5,123,0.24,370,yes
25.94,120,0.1,430,yes
25.25,0,0.08,360,no
25.81,160,0.38,420,yes
25.44,0,0.08,350,no
25.19,12,0.08,355,no
25.06,0,0.08,350,no
25.25,17,0.09,355,no
25.25,0,0.07,360,no
25.44,11,0.08,355,no
25.56,0,0.07,445,no
26.19,118,0.09,725,yes
25.25,0,0.07,360,no
25.38,0,0.07,355,no
25.13,0,0.08,345,no
25.25,0,0.07,365,no
26.0,15,0.08,630,no
25.5,0,0.07,390,no
25.38,0,0.06,375,no
25.94,120,0.11,425,yes
25.38,0,0.08,355,no
25.31,0,0.06,365,no
25.25,0,0.07,350,no
25.19,0,0.08,345,no
25.31,0,0.08,355,no
25.25,0,0.08,355,no
25.94,120,1.49,575,yes
25.69,0,0.07,640,no
26.06,18,0.07,930,no
25.19,0,0.07,345,no
25.13,0,0.06,355,no
26.0,17,0.07,805,no
26.13,0,0.06,1010,no
25.06,6,0.08,360,no
25.44,155,1.02,480,yes
25.81,11,0.07,510,no
25.44,0,0.08,355,no
26.25,150,0.09,1070,yes
25.38,0,0.06,365,no
25.44,14,0.08,355,no
25.44,0,0.08,355,no
25.44,3,0.08,350,no
25.44,0,0.08,355,no
25.38,0,0.07,355,no
25.63,0,0.07,570,no
25.13,10,0.08,360,no
25.0,7,0.08,360,no
26.19,115,0.16,745,yes
25.25,0,0.08,355,no
25.75,5,0.08,570,yes
25.31,0,0.07,370,no
25.25,0,0.07,355,no
25.19,0,0.08,360,no
25.75,0,0.07,705,no
25.06,0,0.08,345,no
25.06,1,0.08,355,no
25.06,7,0.07,355,no
25.38,0,0.07,370,no
25.06,6,0.08,350,no
25.44,0,0.08,350,no
26.13,119,0.49,565,yes
25.19,0,0.07,355,no
25.31,0,0.07,365,no
25.19,0,0.07,345,no
25.38,0,0.08,355,no
25.13,0,0.08,360,no
26.06,117,1.04,625,yes
25.31,0,0.06,370,no
25.06,0,0.08,345,no
25.19,0,0.08,360,no
25.38,0,0.06,365,no
26.19,150,0.08,835,yes
25.5,0,0.07,385,no
25.38,0,0.08,355,no
25.31,0,0.08,355,no
25.25,0,0.07,360,no
25.38,0,0.08,355,no
25.06,7,0.07,355,no
25.5,0,0.06,385,no
25.25,0,0.07,345,no
26.06,164,0.1,900,yes
25.31,0,0.07,355,no
25.19,0,0.07,360,no
25.38,0,0.07,355,no
25.69,0,0.06,580,no
25.13,0,0.08,345,no
25.31,0,0.08,355,no
25.13,6,0.08,345,no
25.31,17,0.07,355,no
25.19,0,0.08,360,no
25.06,6,0.08,350,no
26.19,118,0.8,670,yes
25.06,9,0.07,355,no
25.0,4,0.08,355,no
25.13,10,0.08,355,no
26.19,150,0.12,785,yes
25.06,6,0.08,360,no
25.69,0,0.1,535,no
25.63,0,0.07,520,no
25.25,123,0.48,440,yes
25.44,0,0.07,385,no
25.44,0,0.07,365,no
26.19,116,0.84,690,yes
25.19,0,0.08,360,no
25.56,155,0.15,545,yes
25.88,161,0.84,460,yes
25.06,10,0.08,355,no
26.25,149,0.5,1015,yes
25.25,17,0.15,355,no
25.38,0,0.07,370,no
25.38,19,0.08,355,no
25.94,146,0.54,830,yes
26.0,119,0.08,480,yes
25.38,0,0.07,355,no
25.13,6,0.08,350,no
25.13,5,0.07,345,no
26.06,0,0.07,975,no
25.06,0,0.09,345,no
25.13,0,0.08,345,no
26.31,150,0.48,1135,yes
25.06,0,0.08,345,no
25.44,0,0.07,355,no
26.0,162,0.39,560,yes
25.13,10,0.08,360,no
25.13,0,0.07,355,no
25.13,10,0.08,355,no
25.88,0,0.06,740,no
25.13,12,0.08,355,no
25.81,159,0.37,400,yes
25.88,0,0.07,885,no
25.31,0,0.07,355,no
25.94,142,0.25,845,yes
25.19,0,0.08,355,no
25.25,18,0.08,355,no
25.06,3,0.08,355,no
25.06,10,0.08,355,no
25.94,0,0.07,970,no
25.69,0,0.08,665,no
25.19,10,0.08,360,no
26.0,0,0.07,890,no
25.38,0,0.08,355,no
25.94,14,0.08,630,no
25.19,13,0.08,355,no
25.19,0,0.08,345,no
25.31,0,0.08,355,no
25.06,4,0.07,350,no
25.38,18,0.08,355,no
25.06,6,0.08,350,no
25.5,0,0.07,380,no
26.31,150,0.73,1220,yes
25.19,0,0.08,360,no
26.25,115,1.64,1005,yes
25.44,0,0.08,375,no
25.25,0,0.07,365,no
25.25,0,0.07,365,no
25.31,0,0.07,355,no
25.06,5,0.07,345,no
26.31,142,0.73,1250,yes
25.44,0,0.06,370,no
25.13,0,0.08,360,no
25.13,5,0.08,345,no
25.19,14,0.08,355,no
25.5,0,0.07,390,no
26.31,142,1.07,1225,yes
25.38,0,0.07,355,no
26.0,0,0.07,990,no
25.13,0,0.08,345,no
25.19,0,0.06,360,no
25.81,0,0.08,725,no
25.88,14,0.07,705,no
25.06,9,0.08,355,no
25.19,0,0.07,355,no
26.25,149,0.08,830,yes
25.25,0,0.07,355,no
25.06,1,0.07,360,no
26.06,116,0.43,625,yes
25.88,160,0.79,425,yes
25.38,0,0.07,365,no
25.44,0,0.08,355,no
25.19,0,0.07,345,no
25.13,6,0.07,360,no
25.13,5,0.08,345,no
25.25,17,0.12,355,no
25.38,0,0.08,350,no
26.06,118,0.07,620,yes
26.19,116,1.91,685,yes
26.13,115,0.32,615,yes
25.38,0,0.07,355,no
25.06,7,0.07,355,no
26.13,119,0.34,560,yes
25.31,0,0.07,355,no
25.19,0,0.08,345,no
25.31,0,0.08,360,no
25.25,0,0.08,355,no
25.69,0,0.07,665,no
25.13,0,0.06,355,no
26.25,150,0.11,830,yes
25.13,6,0.07,360,no
25.31,16,0.07,355,no
26.06,160,0.07,615,yes
25.13,0,0.07,345,no
25.44,0,0.07,350,no
25.25,0,0.08,360,no
25.06,0,0.07,355,no
26.0,142,0.11,840,yes
25.19,14,0.08,360,no
25.44,12,0.09,355,no
25.19,0,0.07,345,no
25.13,0,0.08,345,no
25.19,0,0.07,345,no
25.0,7,0.09,355,no
25.38,0,0.08,355,no
25.19,0,0.07,355,no
25.38,0,0.07,365,no
25.94,143,0.32,835,yes
25.44,0,0.08,350,no
25.94,0,0.07,930,no
25.69,8,0.09,435,yes
25.69,0,0.06,585,no
25.38,0,0.08,355,no
25.88,0,0.07,815,no
26.25,150,0.12,1035,yes
26.19,163,0.61,970,yes
25.06,7,0.08,360,no
25.44,0,0.07,380,no
25.44,0,0.08,350,no
25.94,14,0.08,715,no
25.06,5,0.07,360,no
25.44,2,0.08,350,no
25.25,0,0.07,345,no
25.38,0,0.07,365,no
26.25,0,0.07,1205,no
25.44,0,0.08,355,no
25.94,15,0.07,755,no
25.44,1,0.08,350,no
25.31,0,0.07,360,no
25.25,0,0.08,345,no
25.44,1,0.08,350,no
25.06,7,0.08,360,no
25.31,0,0.07,360,no
25.44,0,0.06,365,no
25.06,9,0.07,355,no
25.94,144,0.39,830,yes
26.06,118,0.16,520,yes
25.25,0,0.07,365,no
25.06,4,0.07,360,no
25.38,20,0.08,355,no
25.88,13,0.08,540,no
25.44,0,0.07,380,no
25.06,6,0.08,350,no
25.38,0,0.07,365,no
25.13,0,0.07,345,no
25.38,123,0.1,360,yes
25.44,12,0.08,355,no
25.69,155,0.52,635,yes
26.13,119,0.07,595,yes
25.13,0,0.08,345,no
25.44,0,0.08,350,no
25.56,156,0.1,600,yes
25.0,8,0.07,355,no
26.31,150,1.65,1210,yes
25.94,0,0.08,840,no
25.38,0,0.06,380,no
25.31,0,0.07,365,no
25.44,3,0.07,350,no
25.19,0,0.06,360,no
25.44,3,0.08,350,no
25.13,5,0.06,360,no
25.13,5,0.07,360,no
25.44,0,0.07,380,no
25.81,159,2.88,660,yes
25.25,0,0.06,365,no
25.44,9,0.07,355,no
25.31,0,0.07,350,no
25.88,0,0.07,755,no
25.06,6,0.08,350,no
25.13,0,0.07,360,no
26.25,149,0.32,1025,yes
25.25,17,0.08,355,no
25.88,160,0.71,450,yes
25.63,0,0.07,555,no
25.38,0,0.06,365,no
25.25,0,0.08,345,no
25.63,0,0.07,485,no
25.56,0,0.07,430,no
25.31,0,0.07,345,no
26.13,117,0.45,625,yes
25.69,0,0.07,630,no
25.44,0,0.07,350,no
25.38,0,0.08,355,no
25.06,8,0.08,360,no
25.19,13,0.08,360,no
26.13,0,0.06,1000,no
25.38,18,0.07,355,no
25.44,5,0.08,355,no
25.31,0,0.08,365,no
25.06,0,0.08,355,no
25.06,4,0.07,350,no
25.06,1,0.07,360,no
25.81,5,0.19,635,yes
25.88,0,0.07,800,no
25.13,6,0.06,360,no
26.13,119,0.53,600,yes
25.44,0,0.07,370,no
25.81,160,0.95,675,yes
25.06,1,0.08,355,no
25.44,3,0.07,350,no
26.06,115,0.06,620,yes
25.13,7,0.07,360,no
25.31,0,0.08,370,no
25.19,0,0.06,365,no
25.5,0,0.08,380,no
25.81,13,0.07,625,no
25.13,10,0.08,355,no
25.44,0,0.08,350,no
25.25,15,0.14,355,no
26.31,150,0.75,1215,yes
25.13,10,0.09,360,no
25.19,0,0.08,345,no
25.69,123,0.76,380,yes
25.19,0,0.08,360,no
26.38,0,1.58,1265,yes
25.13,0,0.08,345,no
25.13,123,1.57,400,yes
25.75,0,0.07,685,no
25.13,0,0.06,360,no
25.75,10,0.07,470,no
25.13,0,0.07,345,no
25.19,0,0.06,360,no
25.06,0,0.08,345,no
25.63,124,0.73,380,yes
26.19,150,0.11,820,yes
25.06,2,0.06,360,no
25.19,0,0.07,360,no
25.63,9,0.32,385,yes
25.06,6,0.08,350,no
25.88,0,0.06,830,no
25.06,5,0.07,350,no
25.38,0,0.07,355,no
26.0,142,0.56,840,yes
25.0,8,0.07,355,no
25.44,0,0.07,350,no
25.44,0,0.07,380,no
25.75,0,0.07,710,no
26.06,160,0.17,610,yes
25.06,2,0.08,355,no
25.38,14,0.08,355,no
25.94,148,0.11,800,yes
26.25,148,1.25,890,yes
25.38,0,0.08,360,no
25.06,6,0.08,360,no
25.63,0,0.07,550,no
25.13,7,0.06,360,no
25.69,0,0.07,675,no
25.38,0,0.08,355,no
25.69,0,0.07,650,no
25.13,7,0.07,360,no
26.13,165,0.88,925,yes
25.38,0,0.06,375,no
25.44,0,0.08,355,no
25.38,0,0.08,355,no
25.38,0,0.08,355,no
25.19,12,0.09,355,no
25.06,9,0.08,355,no
25.38,0,0.07,370,no
25.31,0,0.07,355,no
25.19,14,0.08,360,no
25.38,0,0.07,355,no
25.25,0,0.07,345,no
25.19,0,0.08,355,no
25.44,0,0.08,350,no
25.44,0,0.08,355,no
25.31,16,0.07,355,no
25.44,3,0.08,355,no
26.19,118,0.89,700,yes
25.06,5,0.08,360,no
25.94,0,0.07,835,no
25.38,0,0.06,365,no
26.25,0,0.08,1165,no
25.31,0,0.06,370,no
25.06,5,0.07,360,no
25.31,0,0.07,345,no
26.19,0,1.58,1025,no
25.44,13,0.07,355,no
25.75,0,0.07,725,no
25.31,0,0.07,355,no
25.31,0,0.08,355,no
25.44,0,0.07,380,no
25.31,17,0.08,355,no
25.13,0,0.08,345,no
25.44,0,0.07,370,no
25.38,0,0.07,365,no
25.75,156,1.11,385,yes
25.38,0,0.08,355,no
25.31,0,0.07,370,no
25.19,0,0.07,345,no
25.81,0,0.06,700,no
25.19,0,0.07,345,no
25.38,0,0.08,355,no
25.13,6,0.07,360,no
25.88,0,0.07,830,no
25.38,0,0.08,355,no
25.31,0,0.07,365,no
25.06,0,0.08,355,no
